,Roseburia intestinalis,Phocaeicola vulgatus,Bacteroides uniformis,[Ruminococcus] gnavus,Escherichia coli,Enterocloster clostridioformis,Parabacteroides distasonis,Flavonifractor plautii,Bifidobacterium pseudocatenulatum,Erysipelatoclostridium ramosum,Veillonella atypica,[Clostridium] innocuum,Hungatella hathewayi,Veillonella dispar,Haemophilus sp. HMSC71H05,Veillonella infantium,Bifidobacterium bifidum,Bifidobacterium longum,Haemophilus parainfluenzae,Veillonella parvula,Gordonibacter pamelaeae,Intestinibacter bartlettii,Clostridium neonatale,Bifidobacterium breve,Veillonella sp. T11011-6,Anaerotruncus colihominis,Streptococcus thermophilus,Bifidobacterium dentium,Enterococcus faecium,Tyzzerella nexilis,Megasphaera micronuciformis,Campylobacter concisus,Phocaeicola dorei,Bacteroides faecis,Bifidobacterium adolescentis,Dorea formicigenerans,Coprococcus comes,Collinsella aerofaciens,Parabacteroides merdae,Faecalitalea cylindroides,Bacteroides ovatus,[Ruminococcus] torques,Lacticaseibacillus rhamnosus,Phascolarctobacterium faecium,Bacteroides salyersiae,Blautia wexlerae,Bacteroides caccae,Alistipes putredinis,[Eubacterium] rectale,Eggerthella lenta,Bacteroides fragilis,Eubacterium limosum,Alistipes finegoldii,Enterocloster bolteae,Veillonella rogosae,Streptococcus mitis,Clostridium bolteae CAG:59,Faecalibacterium prausnitzii,Prevotella bivia,Holdemania filiformis,Aeriscardovia aeriphila,Barnesiella intestinihominis,Roseburia faecis,Anaerostipes hadrus,Fusicatenibacter saccharivorans,Roseburia hominis,Ruminococcus bromii,Roseburia inulinivorans,Ruthenibacterium lactatiformans,Bilophila wadsworthia,Coprobacillus cateniformis,Enterocloster asparagiformis,Butyricimonas synergistica,Parabacteroides goldsteinii,Alistipes shahii,Butyricimonas virosa,Victivallis vadensis,Clostridium paraputrificum,Enterocloster lavalensis,Klebsiella michiganensis,Christensenella minuta,Collinsella intestinalis,Streptococcus parasanguinis,Lachnospira pectinoschiza,Eubacterium sp. CAG:180,Eubacterium sp. CAG:38,Dorea longicatena,Lachnospira eligens,Bacteroides galacturonicus,[Clostridium] symbiosum,Gemmiger formicilis,Coprobacter secundus,Blautia obeum,Lactobacillus rogosae,Adlercreutzia equolifaciens,Streptococcus lutetiensis,Enterococcus gallinarum,Enterococcus casseliflavus,Varibaculum cambriense,Citrobacter freundii,Atlantibacter hermannii,Prevotella copri,Prevotella buccae,Acinetobacter pittii,Roseburia sp. CAG:182,Klebsiella oxytoca,Actinomyces sp. ICM47,Blautia hansenii,Bacteroides xylanisolvens,Bacteroides thetaiotaomicron,Dialister invisus,Bacteroides stercoris,Enterocloster aldenensis,Anaerobutyricum hallii,Enterococcus faecalis,Klebsiella pneumoniae,Klebsiella variicola,Klebsiella quasipneumoniae,Gemella haemolysans,Citrobacter youngae,Streptococcus sp. SK643,Paraclostridium bifermentans,Proteobacteria bacterium CAG:139,Anaeroglobus geminatus,Limosilactobacillus mucosae,Turicimonas muris,Parasutterella excrementihominis,Schaalia turicensis,Actinomyces urogenitalis,Streptococcus salivarius,Ligilactobacillus ruminis,Staphylococcus epidermidis,Staphylococcus hominis,Peptostreptococcus anaerobius,Enorma massiliensis,Fusobacterium nucleatum,Slackia isoflavoniconvertens,Megasphaera elsdenii,Bacteroides faecis CAG:32,Phocaeicola plebeius,Lactobacillus paragasseri,Clostridium perfringens,Haemophilus haemolyticus,Blautia sp. CAG:257,Sellimonas intestinalis,Anaerostipes caccae,Bacteroides cellulosilyticus,Clostridium sp. D5,Clostridioides difficile,Gemella sanguinis,Schaalia odontolytica,Actinomyces naeslundii,[Ruminococcus] lactaris,Akkermansia muciniphila,Alistipes inops,Ruminococcus bicirculans,Odoribacter splanchnicus,Firmicutes bacterium CAG:83,Alistipes indistinctus,Firmicutes bacterium CAG:110,Bifidobacterium animalis,Intestinimonas butyriciproducens,Clostridium sp. CAG:58,Agathobaculum butyriciproducens,Enterocloster citroniae,[Eubacterium] siraeum,Bacteroides finegoldii,Coprococcus catus,Eubacterium ramulus,Ruminococcus callidus,Turicibacter sanguinis,Lawsonibacter asaccharolyticus,Holdemanella biformis,Ruminococcus obeum CAG:39,Eisenbergiella massiliensis,Veillonella tobetsuensis,Blautia producta,Firmicutes bacterium CAG:424,Butyricicoccus pullicaecorum,Firmicutes bacterium CAG:646,[Clostridium] spiroforme,Massilimicrobiota timonensis,Blautia coccoides,Streptococcus sp. A12,Clostridium butyricum,Enterococcus avium,Leuconostoc gelidum,Proteus mirabilis,Actinomyces sp. HPA0247,Haemophilus parahaemolyticus,Lachnoclostridium sp. An118,Eubacterium ventriosum,Roseburia sp. CAG:309,Lactobacillus acidophilus,[Clostridium] leptum,Oscillibacter sp. 57_20,Firmicutes bacterium CAG:145,Lactococcus lactis,Roseburia sp. CAG:471,Pseudoflavonifractor sp. An184,Streptococcus infantis,Eubacterium sp. CAG:274,Lachnospiraceae bacterium oral taxon 096,Streptococcus oralis,Citrobacter braakii,Prevotella corporis,Lactococcus raffinolactis,Citrobacter koseri,Haemophilus sputorum,Citrobacter farmeri,Prevotella disiens,Selenomonas artemidis,Eisenbergiella tayi,Actinomyces sp. HMSC035G02,Actinomyces oris,Selenomonas noxia,[Clostridium] scindens,Bacteroides sp. CAG:443,Bacteroides clarus,Dorea sp. CAG:317,Fusobacterium mortiferum,Streptococcus pasteurianus,Clostridium sp. CAG:167,Murimonas intestini,Hungatella effluvii,Dielma fastidiosa,Streptococcus australis,Anaeromassilibacillus sp. An250,Bifidobacterium catenulatum,Eubacterium sp. CAG:251,Prevotella sp. CAG:891,Desulfovibrio piger,Megamonas funiformis,Megamonas funiformis CAG:377,Firmicutes bacterium CAG:94,Megamonas hypermegale,Desulfovibrionaceae bacterium,Ruminococcaceae bacterium D16,Adlercreutzia caecimuris,Coprococcus eutactus,Eubacterium sp. OM08-24,Clostridium sp. CAG:299,Clostridium sp. CAG:242,Lacrimispora saccharolytica,Leuconostoc mesenteroides,Lachnoclostridium sp. An131,Streptococcus sanguinis,Corynebacterium argentoratense,Aggregatibacter aphrophilus,Lachnoclostridium sp. An138,Alistipes onderdonkii,Coprobacter fastidiosus,Enterococcus malodoratus,Terrisporobacter othiniensis,Bifidobacterium pseudolongum,Lachnoclostridium sp. An76,Allisonella histaminiformans,Clostridiales bacterium 1_7_47FAA,[Clostridium] methylpentosum,Oscillibacter sp. CAG:241,Propionibacterium freudenreichii,Denitrobacterium detoxificans,Streptococcus sp. F0442,Raoultella planticola,Actinomyces graevenitzii,Clostridium disporicum,Phocaeicola massiliensis,Phascolarctobacterium succinatutens,Blautia hydrogenotrophica,Sanguibacteroides justesenii,Atopobium minutum,Parvimonas sp. KA00067,Prevotella buccalis,Campylobacter hominis,Porphyromonas sp. HMSC065F10,Gemella morbillorum,Ezakiella coagulans,Monoglobus pectinilyticus,Streptococcus salivarius CAG:79,Campylobacter gracilis,Bacteroides eggerthii,Hungatella xylanolytica,Haemophilus paraphrohaemolyticus,Fusobacterium sp. CAG:439,Dialister pneumosintes,Haemophilus pittmaniae,Christensenella hongkongensis,Clostridiales bacterium CHKCI006,Lachnoclostridium sp. An181,Streptococcus vestibularis,Roseburia sp. CAG:303,Rothia dentocariosa,Sarcina ventriculi,Pediococcus acidilactici,Ligilactobacillus agilis,Limosilactobacillus fermentum,Anaerotignum lactatifermentans,Streptococcus peroris,Desulfovibrio fairfieldensis,Campylobacter showae,Robinsoniella sp. RHS,Actinomyces sp. oral taxon 181,Fusobacterium periodonticum,Faecalicatena orotica,Anaerotruncus sp. CAG:528,Citrobacter pasteurii,Solobacterium moorei,Campylobacter upsaliensis,Bacteroides nordii,Lactonifactor longoviformis,Acidaminococcus intestini,Tractidigestivibacter scatoligenes,Ligilactobacillus saerimneri,Morganella morganii,Limosilactobacillus oris,Peptostreptococcus stomatis,Proteus vulgaris,Paraprevotella xylaniphila,Leuconostoc pseudomesenteroides,Prevotella colorans,Bifidobacterium angulatum,Enterococcus durans,Paraprevotella clara,Escherichia marmotae,Streptococcus mutans,Firmicutes bacterium CAG:95,Lactobacillus delbrueckii,Prevotella sp. CAG:279,disease
PRJNA231909.3107373,0,0.00415,10.56165,0.88027,0.27515,0,0,0,7.57692,0,2.35967,0.24884,0,0.13495,0.05124,0.05433,5.37389,3.3483,0.12196,2.11903,0.02048,0.14321,0.06728,11.72168,0.02046,0,0,0,0,0.00115,0,0,41.29785,0,0,0,0,0,0,0,0,0,0,0.48712,0,1.43532,3.38134,0,0,0.13679,0.07168,0,0,0,0,0,0,4.94688,0,0,0.00288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03214,0,0,0,0,0.09455,0,0,2.60513,0,0,0,0,0,0,0,0,0,0,0.19687,0.06097,0,0,0,0,0,0,0,0.0167,0,0,0,0,0,0,0,0,0.01967,0.07462,0.00642,0.0181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3107376,4.9124,0.00791,5.556,1.01985,0,0,0,1.02965,6.43264,0.07691,0.1024,0.03644,0.08216,0.01104,0.03024,0.00842,5.23116,0.46,0.02181,0,0.01283,0.01499,0,2.77458,0,0,0,0,0,0,0,0,42.40869,0,0,0,0,0,0,0,0,0,0,1.42459,0,2.78929,6.74871,0,0,0.13435,0.01689,0,0,0,0,0,0,15.10959,0,0,0,0,0,1.67353,0.85344,0.86172,0,0,0.04996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05763,0,0,0,0,0,0,0,0,0,0,0.00915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02875,0,0,0,0,0,0,0,0,0.01032,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3108601,0,2.56191,18.61649,1.23306,0,0.53427,0,1.48086,0,0.62648,0.05618,0.15983,0.32411,0,0,0,0,1.65608,0,0.003,0.06967,0.05534,0,0.00301,0,0.10645,0.53246,0,0,0.09075,0,0,11.43674,8.44049,0,0,0,0,0,0,4.02537,0,0,0,0,5.44376,5.01026,0,0,0.34494,0.07976,0,0,0.14574,0,0,0,8.18441,0,0,0,0,0,2.73356,0,0.72628,7.42877,0,0.45285,0,0.00518,0.04105,0,2.9505,0,0,0,0,0.13686,0,0,0,0.02277,0,0,1.38769,0,0,0,0.41536,0,0,0,0,0.03012,0,0,0,0,0,0,0,0,0,1.26757,0,0,0,2.16848,0,0.05178,0,0.02384,0,0.05018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08573,0,0,0,0,0,0,0,0,0.58972,0,0,0,0,0,0.19525,0,0,0,0,0,0,0,0,3.59112,0,0,1.96491,0,0,0,0.13141,0.01034,0,0.20425,0.11638,0,0,0,0,0,0,0,0,0,0.99703,0,0.01807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03134,0,0,0.19841,0,0,0,0,0.12911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01375,0,0,0,0,0,0,0.00933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3112363,1.68666,0.39905,3.20213,1.04552,0.07507,0.00374,0,0.28388,2.24683,0.02545,0,0.06473,0.09615,0,0,0,4.36272,3.25571,0.00239,0,0.16964,0,0,0.23444,0,0,0.58999,0,0,0,0,0,6.98751,6.53107,0,0.33081,0,2.09871,0,0,0.00917,2.27787,0,0.59184,0,4.72306,1.17023,4.7378,0.2362,0.61207,0.28657,0,9.55116,0.02478,0,0,0,10.40772,0,0,0,0,0,5.67557,5.74321,0.16196,1.68137,2.85931,0.12495,0.09903,0,0,0,0,0,0,0,0,0.05307,0,0,0.00268,0,0.03774,0,0,0.80469,3.22183,0,0.05781,0.02679,0,0,0,0.37634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01799,0,0,0,0.00826,0.08092,0,0,0,0,0,0,0,0,0.00475,0,0,0.02419,0.17219,0,0,0,0,0,0,0,0.00552,0,0,0,4.63688,0,0,0,0,0,0.29283,0,0,0,0,0,0,0,0,1.73868,0,0.71386,1.82069,0.24077,0.05263,0,0.17355,0.14963,0,0,0.09633,0.11978,0,0,0,0,0,0.03419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04804,0.00299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572,0,0,0,0,0,0,0,0,0,0,0.00685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3112365,7.52783,2.10682,11.66627,1.64211,0.07897,0,0,0.68889,0,0.34493,0,0.074,0,0,0,0,0,1.71766,0.01173,0.06505,0.06144,0.0549,0,0.23878,0,0.01954,0.07458,0,0,0,0,0,21.01117,10.5141,0,0,0,0,0,0,0,0,0,0,0,5.63911,6.3858,0,0,0.11792,0.27317,0,2.73668,0.17366,0,0,0.46057,5.00153,0,0,0,0,0,3.73481,0,0,0,0,0.12262,0.10074,0.06134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63066,0,0,0,0.04023,0,0,0.03109,0.0171,0,0,0,0,0,0.01224,0,0,0.01528,0.22691,0,0,0.02828,0,0,0,0,0,0,0,0,9.0205,0,0,0,0,0,0.6483,0,0,0,0.01698,0,0,0,0,0,0,0,2.78932,0,0.17144,0,0.03347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40124,0.10302,0.05563,0.01976,0.01145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3112367,0,4.41845,12.76755,3.27121,1.04971,0.43788,0,0.49891,0,0.11051,0.014,0.52669,0.0953,0.012,0.00637,0.00247,0,0,0.00803,0.59864,0.04422,0,0,0,0,0.0016,0.13654,0,0,0,1.01312,0,16.4534,12.90684,0,0,0,0,0,0,0,0,0,0,0,4.97817,2.75908,0,0,0.42785,0.05753,0,0,0,0,0,0,9.57789,0,0,0,0,0,0,0,0,0,0,0.15317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61187,0,0,0,0,0,0,0,0,0.02092,0,0,0,0,0,0,0,0,0,5.76853,0,0.15217,0,0.02045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19438,0,0,0,0,0,0.02364,0,0,0,0,0,0,0,0,14.51883,0,0,2.92707,0,0,0,0.27415,0.24239,0,0,0.07606,0,0,0,0,0,0,0,0,0,0.85458,0,0,0,0.08426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50474,0.24323,0,0.05027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3113765,0.00951,0.0108,25.06197,0.22263,0,0,0,0.52276,1.02864,0.11261,0.01263,0.02308,0.05017,0.03592,0,0.00687,1.3001,0.75581,0.06219,0.00475,0.03771,0.00302,0,0.06816,0,0,0,0,0,0,0,0,22.45159,0,0,0.09044,0,1.24589,0,0,0,0,0,0.62244,0,2.48495,5.75277,4.06043,0,0.30329,0.03652,0,0,0,0.00285,0,0,8.63312,0,0,0,0,0,1.91126,0.68904,0.88956,5.9741,10.12091,0.04726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12459,0.39755,1.5055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12424,0,0,0,0,0,0,0,0,0,0,0,1.3605,0,0,0,0,0.61909,0,0,0,0.10564,0,0,0,0,0,0,0,0,0,0,0,0,0.00403,0,0.00647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3113767,2.41995,2.41279,6.84178,0.56335,0,0.01411,0,0.32337,1.29081,0.00528,0.01177,0.08564,0.07289,0,0,0,2.40551,1.66051,0,0.02497,0.13267,0.00951,0,0.05529,0,0.02806,0.0052,0,0,0,0,0,13.21224,4.41755,0,0.55976,0,2.80917,0,0,0.0023,0.02454,0,0.87098,0,4.21268,3.21566,8.41887,0.42239,0.36513,0.2012,0,0,0,0,0,0,7.25536,0,0,0,0,0,1.70102,3.16148,0.18426,5.27179,3.74071,0.18284,0,0,0,0,0,0,0,0,0,0.02345,0,0,0.00142,0,0.7634,0,0.05856,0.64263,3.60359,0,0.08943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11433,0,0,0,0,0,0,0,0,0.00105,0,0,0,0.11561,0,0,0,0,0,0,0,0.00104,0,0,0,4.02,0,0,0,0,0,0.57112,0,0,0,0,0,0,0,0,4.28186,0,0,2.10636,0,0,0,0,0.76329,0,0,0.01854,4.02602,0,0,0,0,0,0.0521,0,0,0,0,0,0,0.05024,0,0.02604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3115315,0,5.68898,4.71362,1.10335,0,0.73902,0,0.21304,0,0.08485,0.03731,0.17814,0.22381,0,0,0,0,1.62085,0.0933,0.06147,0.11569,0.06941,0,0,0,0,1.13067,0,0,0.00439,0,0,16.65962,5.46118,0,0,0,0,0,0,1.11463,0,0,0,0,7.13466,2.07141,0,0,0.57546,0.07716,0,0,0.55175,0,0,0,14.00452,0,0.07384,0,0,0,4.68524,4.37809,0,5.18028,0,0.24258,0,0,0.11062,0,0.66435,0,0,0,0,0.07473,0,0,0,0.01743,0,0,9.51889,0,0,0,0.17427,0,0,0,0,0.04367,0,0,0,0,0,0,0,0,0,6.60374,0,0,0,0.16323,0,0.12884,0,0.02114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11191,0,0,0,0,0,0,0,0,0.66051,0,0,0,0,0,0.79562,0,0,0,0,0,0,0,0,0,0,0.13738,0.60415,0.55243,0,0,0.16456,0.00364,0,0.51779,0.07385,0,0,0,0,0,0,0,0,0,0.45191,0,0.00967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673,0,0,0,0.0039,0,0,0,0,0,0,0,0,0,0,0.00538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3110086,0,8.61675,4.47042,1.2206,0,0,0.78978,1.1202,0.52861,0.38631,0,0.16006,0.12605,0,0,0,0.01551,1.75267,0,0,0.18139,0,0,0,0,0.19434,1.40413,0,0,0.03093,0,0,20.31591,0,0,0.71737,0,0.17153,2.8373,0,0.40604,1.44496,0,0,0,2.35638,0,5.3544,0.27668,0.48671,0.6209,0,6.21059,0.01484,0,0,0,5.19223,0,0,0,0,0,2.19248,0,0.0039,0,0,1.10794,0,0.02506,0.13729,0,0,0,0,0,0,0,0,0,0.01534,0,0,1.73457,0,0,0.81428,0,0,0,0,0,0,0.01224,0,0,0,0,0,0,0.00148,0,0,0,0,0,0,0,1.28321,0,8.24389,0.00161,0.52659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17902,1.19854,0,0.59517,0.01534,0,0,0,0,0,5.13412,0,0,0,0.59186,0,0,0,0.39931,0.55336,0,0.05257,0.77524,0.57928,0,0.28651,0.20629,0,0.12989,0,0,0.92378,0,0.08436,0,0.30509,0,0.16742,0,0,0,0,0,0,0,0,0,0,0.10551,0,0.00297,0.48676,0,1.72161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476,0,0,0,0,0,0,0,0,0,0,0.04935,0,0,0,0,0,0,0,0,0,0,0,1.79233,0,0,0,0,0,0,0,0,0,0,0,0.00667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07296,0.02972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3110090,0,4.46561,4.83206,2.05896,2.15228,0,1.85955,1.93806,3.64138,0.03945,0,0.11856,0.35014,0.01353,0,0,0.01415,4.7358,0,0,0.34299,0.06298,0,0.06153,0,0.11539,0.38998,0,0,0,0,0,18.8205,0,0,1.41195,0,0.74023,7.86258,0,0.70049,0.35016,0,0,0,0.50976,0,3.06356,0.18963,1.34641,0.9451,0,2.12306,0.03643,0,0,0.02105,1.37984,0,0,0,0,0,3.38956,0.52272,0.03724,2.80107,1.09994,1.33355,0.05007,0.02127,0.00407,0,0,0,0,0,0,0,0,0,0.01651,0,0,0,0.12064,1.45781,0.47629,0,0,0.02127,0,0.07254,0,0.11367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6235,0.00328,7.64377,0,0.67757,0,0,0,0,0,0,0,0,0,0,0,0,0.02469,0.0226,0,0.34575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559,1.50849,0,0.51586,0.02703,0,0,0,0,0,0.14311,0,1.71834,0,2.87041,0,0,0,0.13335,0.6345,0.08419,0.00211,0.00248,0.75035,0,0.25275,0.09043,0,0.02858,0,0,0.06523,0,0.02173,0,0.07182,0,0.06224,0,0,0.00864,0,0,0,0,0,0,0,0.08082,0,0,0.40653,0,0.86331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03731,0,0,0,0,0,0.00088,0,0,0,0,0,0,0,0,0.09328,0,0.09865,0,0,0,0,0,0,0,0,0,0,0.00536,0.10125,0,0,0,0,0,0,0,0,0,0,0,0.02308,0,0,0,0,0,0,0,0,0,0.00124,0,0,0,0,0,0,0,0.00628,1.39607,0.03866,0.03169,0.02975,0.01368,0.01327,0.00557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
